id,source_type,location,field,surface,active,member_reachable,risk_tags,linked_records,disposition,record_state,proposed_action,replacement_copy,notes,copy
daily_actions:af58ac91-0772-4b65-8423-acbc6d98c67c#action_description,database,public.daily_actions,action_description,/app/day/3,True,True,safe_no_change_required,day_number=3;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"At one meal, try eating the non-starchy vegetables and protein foods before the carbohydrate portion. If you monitor glucose, you may record the meal and your usual readings to notice your own pattern. One comparison cannot prove cause and effect."
daily_actions:af58ac91-0772-4b65-8423-acbc6d98c67c#learning_objective,database,public.daily_actions,learning_objective,/app/day/3,True,True,safe_no_change_required,day_number=3;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Practice a different meal sequence and observe your own pattern.
daily_actions:f6835ff9-965c-4b0b-b5c4-2da126ae9475#day_name,database,public.daily_actions,day_name,/app/day/4,True,True,safe_no_change_required,day_number=4;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 4: Non-Starchy Vegetables
daily_actions:f6835ff9-965c-4b0b-b5c4-2da126ae9475#action_title,database,public.daily_actions,action_title,/app/day/4,True,True,safe_no_change_required,day_number=4;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Non-Starchy Vegetables
daily_actions:f6835ff9-965c-4b0b-b5c4-2da126ae9475#action_description,database,public.daily_actions,action_description,/app/day/4,True,True,safe_no_change_required,day_number=4;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Identify what counts as non-starchy and fill half your plate with them at lunch and dinner today. Volume matters here — be generous.
daily_actions:f6835ff9-965c-4b0b-b5c4-2da126ae9475#learning_objective,database,public.daily_actions,learning_objective,/app/day/4,True,True,safe_no_change_required,day_number=4;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Recognize non-starchy vegetables and use them as the base of every plate.
daily_actions:70a7c317-4c10-407a-a845-bb3268e2e3be#day_name,database,public.daily_actions,day_name,/app/day/5,True,True,safe_no_change_required,day_number=5;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 5: Read a Label
daily_actions:70a7c317-4c10-407a-a845-bb3268e2e3be#action_title,database,public.daily_actions,action_title,/app/day/5,True,True,safe_no_change_required,day_number=5;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Read a Label
daily_actions:70a7c317-4c10-407a-a845-bb3268e2e3be#action_description,database,public.daily_actions,action_description,/app/day/5,True,True,safe_no_change_required,day_number=5;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"Find one packaged food you eat regularly and read its nutrition label end to end. Focus on serving size, total carbs, and added sugars."
daily_actions:70a7c317-4c10-407a-a845-bb3268e2e3be#learning_objective,database,public.daily_actions,learning_objective,/app/day/5,True,True,safe_no_change_required,day_number=5;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Build the habit of checking labels before eating.
daily_actions:9fb9c8a8-b977-425b-9007-3956c08ae356#day_name,database,public.daily_actions,day_name,/app/day/6,True,True,safe_no_change_required,day_number=6;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 6: The Full Plate
daily_actions:9fb9c8a8-b977-425b-9007-3956c08ae356#action_title,database,public.daily_actions,action_title,/app/day/6,True,True,safe_no_change_required,day_number=6;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,The Full Plate
daily_actions:9fb9c8a8-b977-425b-9007-3956c08ae356#action_description,database,public.daily_actions,action_description,/app/day/6,True,True,safe_no_change_required,day_number=6;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"Practice the plate method at your meals today where it fits. Focus on learning the structure, not being perfect."
daily_actions:9fb9c8a8-b977-425b-9007-3956c08ae356#learning_objective,database,public.daily_actions,learning_objective,/app/day/6,True,True,safe_no_change_required,day_number=6;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Practice the plate method in daily life.
daily_actions:fb395bd3-5817-4401-b530-61d94e3fc004#day_name,database,public.daily_actions,day_name,/app/day/7,True,True,safe_no_change_required,day_number=7;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 7: First Blood Sugar Check
daily_actions:fb395bd3-5817-4401-b530-61d94e3fc004#action_title,database,public.daily_actions,action_title,/app/day/7,True,True,safe_no_change_required,day_number=7;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,First Blood Sugar Check
daily_actions:fb395bd3-5817-4401-b530-61d94e3fc004#action_description,database,public.daily_actions,action_description,/app/day/7,True,True,safe_no_change_required,day_number=7;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"If glucose checking is part of your care plan, you may record a reading and its context in Progress. DRM organizes what you enter; it does not interpret the result or set your testing schedule."
daily_actions:fb395bd3-5817-4401-b530-61d94e3fc004#learning_objective,database,public.daily_actions,learning_objective,/app/day/7,True,True,safe_no_change_required,day_number=7;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Capture a baseline blood sugar reading.
daily_actions:d5b2b857-eae1-4850-9538-961872bfa453#day_name,database,public.daily_actions,day_name,/app/day/8,True,True,safe_no_change_required,day_number=8;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 8: Post-Meal Walk
daily_actions:d5b2b857-eae1-4850-9538-961872bfa453#action_title,database,public.daily_actions,action_title,/app/day/8,True,True,safe_no_change_required,day_number=8;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Post-Meal Walk
daily_actions:d5b2b857-eae1-4850-9538-961872bfa453#action_description,database,public.daily_actions,action_description,/app/day/8,True,True,insulin_sensitivity_claim,day_number=8;phase=1;is_extension_day=False;is_active=True,REWRITE — CLINICIAN REVIEW,stays active pending exact replacement copy,Clinician supplies or approves exact replacement copy in the appendix; record stays active meanwhile.,,,Ten minutes of walking after each meal today. It moves glucose into your muscles instead of your bloodstream — and it sets up Phase 2.
daily_actions:d5b2b857-eae1-4850-9538-961872bfa453#learning_objective,database,public.daily_actions,learning_objective,/app/day/8,True,True,safe_no_change_required,day_number=8;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Feel how movement after meals changes how you feel.
daily_actions:f2ac1b99-bf01-452b-b14e-f6a326ef8c33#day_name,database,public.daily_actions,day_name,/app/day/9,True,True,safe_no_change_required,day_number=9;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 9: Portion Audit
daily_actions:f2ac1b99-bf01-452b-b14e-f6a326ef8c33#action_title,database,public.daily_actions,action_title,/app/day/9,True,True,safe_no_change_required,day_number=9;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Portion Audit
daily_actions:f2ac1b99-bf01-452b-b14e-f6a326ef8c33#action_description,database,public.daily_actions,action_description,/app/day/9,True,True,safe_no_change_required,day_number=9;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"At one meal today, measure your carbohydrate portion against the quarter-plate rule. Most people are surprised by what they find."
daily_actions:f2ac1b99-bf01-452b-b14e-f6a326ef8c33#learning_objective,database,public.daily_actions,learning_objective,/app/day/9,True,True,safe_no_change_required,day_number=9;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Calibrate your eye for proper carbohydrate portions.
daily_actions:8b0276f9-315b-42e7-8719-b53a06de946c#day_name,database,public.daily_actions,day_name,/app/day/10,True,True,safe_no_change_required,day_number=10;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 10: The Swap
daily_actions:8b0276f9-315b-42e7-8719-b53a06de946c#action_title,database,public.daily_actions,action_title,/app/day/10,True,True,safe_no_change_required,day_number=10;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,The Swap
daily_actions:8b0276f9-315b-42e7-8719-b53a06de946c#action_description,database,public.daily_actions,action_description,/app/day/10,True,True,safe_no_change_required,day_number=10;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Swap one food for an option that better fits your meal plan. One useful choice is enough for today.
daily_actions:8b0276f9-315b-42e7-8719-b53a06de946c#learning_objective,database,public.daily_actions,learning_objective,/app/day/10,True,True,safe_no_change_required,day_number=10;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Practice one realistic food substitution.
daily_actions:1ee61452-5efd-43d2-bcb6-2c0a7f5c673c#day_name,database,public.daily_actions,day_name,/app/day/11,True,True,safe_no_change_required,day_number=11;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 11: Hydration Consistency
daily_actions:1ee61452-5efd-43d2-bcb6-2c0a7f5c673c#action_title,database,public.daily_actions,action_title,/app/day/11,True,True,safe_no_change_required,day_number=11;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Hydration Consistency
daily_actions:1ee61452-5efd-43d2-bcb6-2c0a7f5c673c#action_description,database,public.daily_actions,action_description,/app/day/11,True,True,safe_no_change_required,day_number=11;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Hit your full water goal before 6 PM today. Front-loading hydration prevents the evening cravings most people fight.
daily_actions:1ee61452-5efd-43d2-bcb6-2c0a7f5c673c#learning_objective,database,public.daily_actions,learning_objective,/app/day/11,True,True,safe_no_change_required,day_number=11;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Use timing to make hydration effortless.
daily_actions:2d097ba9-2e83-4ecb-939b-4bb177e1eef0#day_name,database,public.daily_actions,day_name,/app/day/12,True,True,safe_no_change_required,day_number=12;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 12: Snack Timing
daily_actions:2d097ba9-2e83-4ecb-939b-4bb177e1eef0#action_title,database,public.daily_actions,action_title,/app/day/12,True,True,safe_no_change_required,day_number=12;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Snack Timing
daily_actions:2d097ba9-2e83-4ecb-939b-4bb177e1eef0#action_description,database,public.daily_actions,action_description,/app/day/12,True,True,safe_no_change_required,day_number=12;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"Snacks are optional. If a snack fits your care plan, choose a time and food that work with your hunger, medicines, activity and daily schedule."
daily_actions:2d097ba9-2e83-4ecb-939b-4bb177e1eef0#learning_objective,database,public.daily_actions,learning_objective,/app/day/12,True,True,safe_no_change_required,day_number=12;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Understand why snack timing matters as much as snack content.
daily_actions:202aa6ac-f058-47cc-964d-e96da0babfe4#day_name,database,public.daily_actions,day_name,/app/day/13,True,True,safe_no_change_required,day_number=13;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 13: Practice the Full Routine
daily_actions:202aa6ac-f058-47cc-964d-e96da0babfe4#action_title,database,public.daily_actions,action_title,/app/day/13,True,True,safe_no_change_required,day_number=13;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Practice the Full Routine
daily_actions:202aa6ac-f058-47cc-964d-e96da0babfe4#action_description,database,public.daily_actions,action_description,/app/day/13,True,True,safe_no_change_required,day_number=13;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"Practice today's meal, movement, hydration and reflection routines. Completion is information, not a test of worth."
daily_actions:202aa6ac-f058-47cc-964d-e96da0babfe4#learning_objective,database,public.daily_actions,learning_objective,/app/day/13,True,True,safe_no_change_required,day_number=13;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Practice the routine from start to finish.
daily_actions:ec4ea88d-6773-43c5-8ef9-6248b02e963d#day_name,database,public.daily_actions,day_name,/app/day/14,True,True,safe_no_change_required,day_number=14;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 14: Phase 1 Complete
daily_actions:ec4ea88d-6773-43c5-8ef9-6248b02e963d#action_title,database,public.daily_actions,action_title,/app/day/14,True,True,safe_no_change_required,day_number=14;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Phase 1 Complete
daily_actions:ec4ea88d-6773-43c5-8ef9-6248b02e963d#action_description,database,public.daily_actions,action_description,/app/day/14,True,True,safe_no_change_required,day_number=14;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"Review what you practised during the first 14 days. You may record weight or glucose only if those measures are part of your usual plan. Treat short-term changes as information, not proof of an outcome."
daily_actions:ec4ea88d-6773-43c5-8ef9-6248b02e963d#learning_objective,database,public.daily_actions,learning_objective,/app/day/14,True,True,safe_no_change_required,day_number=14;phase=1;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Close Phase 1 with measurable evidence of change.
daily_actions:521ce932-0d81-4ec0-8bc3-6b74c4735e92#day_name,database,public.daily_actions,day_name,/app/day/15,True,True,safe_no_change_required,day_number=15;phase=2;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 15: Your First Walking Day
daily_actions:521ce932-0d81-4ec0-8bc3-6b74c4735e92#action_title,database,public.daily_actions,action_title,/app/day/15,True,True,safe_no_change_required,day_number=15;phase=2;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 15 — Your First Walking Day
daily_actions:521ce932-0d81-4ec0-8bc3-6b74c4735e92#action_description,database,public.daily_actions,action_description,/app/day/15,True,True,safe_no_change_required,day_number=15;phase=2;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"If walking is safe for you, try a comfortable 10-minute walk after one meal today. Choose a pace and route that fit your ability. Stop if you feel unwell and follow your personal glucose-safety plan."
daily_actions:521ce932-0d81-4ec0-8bc3-6b74c4735e92#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/15,True,True,safe_no_change_required,day_number=15;phase=2;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Choose one safe after-meal movement"", ""Move for up to 10 comfortable minutes"", ""Log the activity if you want to""]"
daily_actions:ab5dd27f-9529-4ae7-b8e2-5b823f8d5911#day_name,database,public.daily_actions,day_name,(no member route — historical record),False,False,safe_no_change_required,day_number=15;phase=1;is_extension_day=True;is_active=False,HISTORICAL — UNREACHABLE,"retained as history, unreachable by members",Retain as history only. Already unreachable by members.,,Legacy Phase 1 extension duplicate (E-series) on a guided day. Every member query filters is_extension_day = false; the row is now is_active = false with a uniqueness safeguard.,E1
daily_actions:ab5dd27f-9529-4ae7-b8e2-5b823f8d5911#action_title,database,public.daily_actions,action_title,(no member route — historical record),False,False,safe_no_change_required,day_number=15;phase=1;is_extension_day=True;is_active=False,HISTORICAL — UNREACHABLE,"retained as history, unreachable by members",Retain as history only. Already unreachable by members.,,Legacy Phase 1 extension duplicate (E-series) on a guided day. Every member query filters is_extension_day = false; the row is now is_active = false with a uniqueness safeguard.,Label Reads
daily_actions:ab5dd27f-9529-4ae7-b8e2-5b823f8d5911#action_description,database,public.daily_actions,action_description,(no member route — historical record),False,False,safe_no_change_required,day_number=15;phase=1;is_extension_day=True;is_active=False,HISTORICAL — UNREACHABLE,"retained as history, unreachable by members",Retain as history only. Already unreachable by members.,,Legacy Phase 1 extension duplicate (E-series) on a guided day. Every member query filters is_extension_day = false; the row is now is_active = false with a uniqueness safeguard.,Read the nutrition label on every packaged food you ate today. What did you find?
daily_actions:ab5dd27f-9529-4ae7-b8e2-5b823f8d5911#learning_objective,database,public.daily_actions,learning_objective,(no member route — historical record),False,False,safe_no_change_required,day_number=15;phase=1;is_extension_day=True;is_active=False,HISTORICAL — UNREACHABLE,"retained as history, unreachable by members",Retain as history only. Already unreachable by members.,,Legacy Phase 1 extension duplicate (E-series) on a guided day. Every member query filters is_extension_day = false; the row is now is_active = false with a uniqueness safeguard.,Build awareness of hidden sugars and serving sizes.
daily_actions:9fa016ed-83ec-424e-8d52-042a480f439b#day_name,database,public.daily_actions,day_name,/app/day/16,True,True,safe_no_change_required,day_number=16;phase=2;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 16: Make the Walk Automatic
daily_actions:9fa016ed-83ec-424e-8d52-042a480f439b#action_title,database,public.daily_actions,action_title,/app/day/16,True,True,safe_no_change_required,day_number=16;phase=2;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 16 — Make the Walk Automatic
daily_actions:9fa016ed-83ec-424e-8d52-042a480f439b#action_description,database,public.daily_actions,action_description,/app/day/16,True,True,safe_no_change_required,day_number=16;phase=2;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"Attach each walk to something you already do. Finish eating, plate in the sink, shoes on, out the door. The habit forms in the transition, not the walk itself."
daily_actions:9fa016ed-83ec-424e-8d52-042a480f439b#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/16,True,True,safe_no_change_required,day_number=16;phase=2;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Pick your walking trigger (dishes done, table cleared)"", ""Complete all 3 walks"", ""Note how you feel after the dinner walk vs. yesterday""]"
daily_actions:04eeaaad-546b-48f2-a9bd-043a6987ec51#day_name,database,public.daily_actions,day_name,(no member route — historical record),False,False,safe_no_change_required,day_number=16;phase=1;is_extension_day=True;is_active=False,HISTORICAL — UNREACHABLE,"retained as history, unreachable by members",Retain as history only. Already unreachable by members.,,Legacy Phase 1 extension duplicate (E-series) on a guided day. Every member query filters is_extension_day = false; the row is now is_active = false with a uniqueness safeguard.,E2
daily_actions:04eeaaad-546b-48f2-a9bd-043a6987ec51#action_title,database,public.daily_actions,action_title,(no member route — historical record),False,False,safe_no_change_required,day_number=16;phase=1;is_extension_day=True;is_active=False,HISTORICAL — UNREACHABLE,"retained as history, unreachable by members",Retain as history only. Already unreachable by members.,,Legacy Phase 1 extension duplicate (E-series) on a guided day. Every member query filters is_extension_day = false; the row is now is_active = false with a uniqueness safeguard.,Protein Audit
daily_actions:04eeaaad-546b-48f2-a9bd-043a6987ec51#action_description,database,public.daily_actions,action_description,(no member route — historical record),False,False,safe_no_change_required,day_number=16;phase=1;is_extension_day=True;is_active=False,HISTORICAL — UNREACHABLE,"retained as history, unreachable by members",Retain as history only. Already unreachable by members.,,Legacy Phase 1 extension duplicate (E-series) on a guided day. Every member query filters is_extension_day = false; the row is now is_active = false with a uniqueness safeguard.,Measure your protein portion at every meal. Is it really 25% of the plate?
daily_actions:04eeaaad-546b-48f2-a9bd-043a6987ec51#learning_objective,database,public.daily_actions,learning_objective,(no member route — historical record),False,False,safe_no_change_required,day_number=16;phase=1;is_extension_day=True;is_active=False,HISTORICAL — UNREACHABLE,"retained as history, unreachable by members",Retain as history only. Already unreachable by members.,,Legacy Phase 1 extension duplicate (E-series) on a guided day. Every member query filters is_extension_day = false; the row is now is_active = false with a uniqueness safeguard.,Calibrate visual portion sizing for protein.
daily_actions:d5ebbea0-f306-4c68-8ccd-b5ed95eb0397#day_name,database,public.daily_actions,day_name,/app/day/17,True,True,safe_no_change_required,day_number=17;phase=2;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 17: The 2-Hour Reading Experiment
daily_actions:d5ebbea0-f306-4c68-8ccd-b5ed95eb0397#action_title,database,public.daily_actions,action_title,/app/day/17,True,True,safe_no_change_required,day_number=17;phase=2;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,Day 17 — The 2-Hour Reading Experiment
daily_actions:d5ebbea0-f306-4c68-8ccd-b5ed95eb0397#action_description,database,public.daily_actions,action_description,/app/day/17,True,True,safe_no_change_required,day_number=17;phase=2;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"If post-meal checking is already part of your care plan, record a reading at your usual time and note whether you walked. Compare patterns without assuming one action caused the result."
daily_actions:d5ebbea0-f306-4c68-8ccd-b5ed95eb0397#sub_tasks,database,public.daily_actions,sub_tasks,/app/day/17,True,True,safe_no_change_required,day_number=17;phase=2;is_extension_day=False;is_active=True,KEEP — APPROVED EDUCATION,stays active,"No change. Retain as approved, non-prescriptive education.",,,"[""Record a post-meal reading only if it is part of your plan"", ""Add a note about the meal and movement"", ""Review the pattern without judging it""]"
daily_actions:9a31c48e-b29f-449d-87ec-2f4ac881da1f#day_name,database,public.daily_actions,day_name,(no member route — historical record),False,False,safe_no_change_required,day_number=17;phase=1;is_extension_day=True;is_active=False,HISTORICAL — UNREACHABLE,"retained as history, unreachable by members",Retain as history only. Already unreachable by members.,,Legacy Phase 1 extension duplicate (E-series) on a guided day. Every member query filters is_extension_day = false; the row is now is_active = false with a uniqueness safeguard.,E3
daily_actions:9a31c48e-b29f-449d-87ec-2f4ac881da1f#action_title,database,public.daily_actions,action_title,(no member route — historical record),False,False,safe_no_change_required,day_number=17;phase=1;is_extension_day=True;is_active=False,HISTORICAL — UNREACHABLE,"retained as history, unreachable by members",Retain as history only. Already unreachable by members.,,Legacy Phase 1 extension duplicate (E-series) on a guided day. Every member query filters is_extension_day = false; the row is now is_active = false with a uniqueness safeguard.,Sugar Hunt
daily_actions:9a31c48e-b29f-449d-87ec-2f4ac881da1f#action_description,database,public.daily_actions,action_description,(no member route — historical record),False,False,safe_no_change_required,day_number=17;phase=1;is_extension_day=True;is_active=False,HISTORICAL — UNREACHABLE,"retained as history, unreachable by members",Retain as history only. Already unreachable by members.,,Legacy Phase 1 extension duplicate (E-series) on a guided day. Every member query filters is_extension_day = false; the row is now is_active = false with a uniqueness safeguard.,Find and name every source of added sugar in your house. Remove or replace them.
